CTYNAME,STNAME,POPESTIMATE2019,Per 100000 People
Union County,Tennessee,19972,0.19972
Union Parish,Louisiana,22108,0.22108
Upshur County,Texas,41753,0.41753
Upshur County,West Virginia,24176,0.24176
Upson County,Georgia,26320,0.2632
Upton County,Texas,3657,0.03657
Utah County,Utah,636235,6.36235
Uvalde County,Texas,26741,0.26741
Val Verde County,Texas,49025,0.49025
Valdez-Cordova Census Area,Alaska,9202,0.09202
Valencia County,New Mexico,76688,0.76688
Valley County,Idaho,11392,0.11392
Valley County,Montana,7396,0.07396
Valley County,Nebraska,4158,0.04158
Van Buren County,Arkansas,16545,0.16545
Van Buren County,Iowa,7044,0.07044
Van Buren County,Michigan,75677,0.75677
Van Buren County,Tennessee,5872,0.05872
Van Wert County,Ohio,28275,0.28275
Van Zandt County,Texas,56590,0.5659
Vance County,North Carolina,44535,0.44535
Vanderburgh County,Indiana,181451,1.81451
Venango County,Pennsylvania,50668,0.50668
Ventura County,California,846006,8.46006
Vermilion County,Illinois,75758,0.75758
Vermilion Parish,Louisiana,59511,0.59511
Vermillion County,Indiana,15498,0.15498
Vernon County,Missouri,20563,0.20563
Vernon County,Wisconsin,30822,0.30822
Vernon Parish,Louisiana,47429,0.47429
Victoria County,Texas,92084,0.92084
Vigo County,Indiana,107038,1.07038
Vilas County,Wisconsin,22195,0.22195
Vinton County,Ohio,13085,0.13085
Virginia Beach city,Virginia,449974,4.49974
Volusia County,Florida,553284,5.53284
Wabash County,Illinois,11520,0.1152
Wabash County,Indiana,30996,0.30996
Wabasha County,Minnesota,21627,0.21627
Wabaunsee County,Kansas,6931,0.06931
Wadena County,Minnesota,13682,0.13682
Wagoner County,Oklahoma,81289,0.81289
Wahkiakum County,Washington,4488,0.04488
Wake County,North Carolina,1111761,11.11761
Wakulla County,Florida,33739,0.33739
Waldo County,Maine,39715,0.39715
Walker County,Alabama,63521,0.63521
Walker County,Georgia,69761,0.69761
Walker County,Texas,72971,0.72971
Walla Walla County,Washington,60760,0.6076
Wallace County,Kansas,1518,0.01518
Waller County,Texas,55246,0.55246
Wallowa County,Oregon,7208,0.07208
Walsh County,North Dakota,10641,0.10641
Walthall County,Mississippi,14286,0.14286
Walton County,Georgia,94593,0.94593
Walton County,Florida,74071,0.74071
Walworth County,Wisconsin,103868,1.03868
Walworth County,South Dakota,5435,0.05435
Wapello County,Iowa,34969,0.34969
Ward County,North Dakota,67641,0.67641
Ward County,Texas,11998,0.11998
Ware County,Georgia,35734,0.35734
Warren County,Georgia,5254,0.05254
Warren County,Iowa,51466,0.51466
Warren County,Illinois,16844,0.16844
Warren County,Indiana,8265,0.08265
Warren County,Kentucky,132896,1.32896
Warren County,Missouri,35649,0.35649
Warren County,Mississippi,45381,0.45381
Warren County,North Carolina,19731,0.19731
Warren County,New Jersey,105267,1.05267
Warren County,New York,63944,0.63944
Warren County,Ohio,234602,2.34602
Warren County,Pennsylvania,39191,0.39191
Warren County,Tennessee,41277,0.41277
Warren County,Virginia,40164,0.40164
Warrick County,Indiana,62998,0.62998
Wasatch County,Utah,34091,0.34091
Wasco County,Oregon,26682,0.26682
Waseca County,Minnesota,18612,0.18612
Washakie County,Wyoming,7805,0.07805
Washburn County,Wisconsin,15720,0.1572
Washington County,Rhode Island,125577,1.25577
Washington County,Tennessee,129375,1.29375
Washington County,Texas,35882,0.35882
Washington County,Utah,177556,1.77556
Washington County,Virginia,53740,0.5374
Washington County,Vermont,58409,0.58409
Washington County,Wisconsin,136034,1.36034
Washington County,Pennsylvania,206865,2.06865
Washington County,Oregon,601592,6.01592
Washington County,Oklahoma,51527,0.51527
Washington County,Kansas,5406,0.05406
Washington County,Alabama,16326,0.16326
Washington County,Arkansas,239187,2.39187
Washington County,Colorado,4908,0.04908
Washington County,Florida,25473,0.25473
Washington County,Georgia,20374,0.20374
Washington County,Iowa,21965,0.21965
Washington County,Idaho,10194,0.10194
Washington County,Illinois,13887,0.13887
Washington County,Indiana,28036,0.28036
Washington County,Kentucky,12095,0.12095
Washington County,Ohio,59911,0.59911
Washington County,Maryland,151049,1.51049
Washington County,Maine,31379,0.31379
Washington County,Minnesota,262440,2.6244
Washington County,Missouri,24730,0.2473
Washington County,Mississippi,43909,0.43909
Washington County,North Carolina,11580,0.1158
Washington County,Nebraska,20729,0.20729
Washington County,New York,61204,0.61204
Washington DC,DC,705749,7.05749
Washington Parish,Louisiana,46194,0.46194
Washita County,Oklahoma,10916,0.10916
Washoe County,Nevada,471519,4.71519
Washtenaw County,Michigan,367601,3.67601
Watauga County,North Carolina,56177,0.56177
Watonwan County,Minnesota,10897,0.10897
Waukesha County,Wisconsin,404198,4.04198
Waupaca County,Wisconsin,50990,0.5099
Waushara County,Wisconsin,24443,0.24443
Wayne County,Mississippi,20183,0.20183
Wayne County,Georgia,29927,0.29927
Wayne County,Iowa,6441,0.06441
Wayne County,Illinois,16215,0.16215
Wayne County,Indiana,65884,0.65884
Wayne County,Kentucky,20333,0.20333
Wayne County,Michigan,1749343,17.49343
Wayne County,Missouri,12873,0.12873
Wayne County,North Carolina,123131,1.23131
Wayne County,Nebraska,9385,0.09385
Wayne County,New York,89918,0.89918
Wayne County,Ohio,115710,1.1571
Wayne County,Pennsylvania,51361,0.51361
Wayne County,Tennessee,16673,0.16673
Wayne County,Utah,2711,0.02711
Wayne County,West Virginia,39402,0.39402
Waynesboro city,Virginia,22630,0.2263
Weakley County,Tennessee,33328,0.33328
Webb County,Texas,276652,2.76652
Weber County,Utah,260213,2.60213
Webster County,Georgia,2607,0.02607
Webster County,Iowa,35904,0.35904
Webster County,Kentucky,12942,0.12942
Webster County,Missouri,39592,0.39592
Webster County,Mississippi,9689,0.09689
Webster County,Nebraska,3487,0.03487
Webster County,West Virginia,8114,0.08114
Webster Parish,Louisiana,38340,0.3834
Weld County,Colorado,324492,3.24492
Wells County,North Dakota,3834,0.03834
Wells County,Indiana,28296,0.28296
West Baton Rouge Parish,Louisiana,26465,0.26465
West Carroll Parish,Louisiana,10830,0.1083
West Feliciana Parish,Louisiana,15568,0.15568
Westchester County,New York,967506,9.67506
Westmoreland County,Pennsylvania,348899,3.48899
Westmoreland County,Virginia,18015,0.18015
Weston County,Wyoming,6927,0.06927
Wetzel County,West Virginia,15065,0.15065
Wexford County,Michigan,33631,0.33631
Wharton County,Texas,41556,0.41556
Whatcom County,Washington,229247,2.29247
Wheatland County,Montana,2126,0.02126
Wheeler County,Georgia,7855,0.07855
Wheeler County,Nebraska,783,0.00783
Wheeler County,Oregon,1332,0.01332
Wheeler County,Texas,5056,0.05056
White County,Arkansas,78753,0.78753
White County,Georgia,30798,0.30798
White County,Illinois,13537,0.13537
White County,Indiana,24102,0.24102
White County,Tennessee,27345,0.27345
White Pine County,Nevada,9580,0.0958
Whiteside County,Illinois,55175,0.55175
Whitfield County,Georgia,104628,1.04628
Whitley County,Kentucky,36264,0.36264
Whitley County,Indiana,33964,0.33964
Whitman County,Washington,50104,0.50104
Wibaux County,Montana,969,0.00969
Wichita County,Kansas,2119,0.02119
Wichita County,Texas,132230,1.3223
Wicomico County,Maryland,103609,1.03609
Wilbarger County,Texas,12769,0.12769
Wilcox County,Alabama,10373,0.10373
Wilcox County,Georgia,8635,0.08635
Wilkes County,Georgia,9777,0.09777
Wilkes County,North Carolina,68412,0.68412
Wilkin County,Minnesota,6207,0.06207
Wilkinson County,Georgia,8954,0.08954
Wilkinson County,Mississippi,8630,0.0863
Will County,Illinois,690743,6.90743
Willacy County,Texas,21358,0.21358
Williams County,North Dakota,37589,0.37589
Williams County,Ohio,36692,0.36692
Williamsburg city,Virginia,14954,0.14954
Williamsburg County,South Carolina,30368,0.30368
Williamson County,Illinois,66597,0.66597
Williamson County,Tennessee,238412,2.38412
Williamson County,Texas,590551,5.90551
Wilson County,Texas,51070,0.5107
Wilson County,Tennessee,144657,1.44657
Wilson County,North Carolina,81801,0.81801
Wilson County,Kansas,8525,0.08525
Winchester city,Virginia,28078,0.28078
Windham County,Connecticut,116782,1.16782
Windham County,Vermont,42222,0.42222
Windsor County,Vermont,55062,0.55062
Winkler County,Texas,8010,0.0801
Winn Parish,Louisiana,13904,0.13904
Winnebago County,Iowa,10354,0.10354
Winnebago County,Illinois,282572,2.82572
Winnebago County,Wisconsin,171907,1.71907
Winneshiek County,Iowa,19991,0.19991
Winona County,Minnesota,50484,0.50484
Winston County,Alabama,23629,0.23629
Winston County,Mississippi,17955,0.17955
Wirt County,West Virginia,5821,0.05821
Wise County,Texas,69984,0.69984
Wise County,Virginia,37383,0.37383
Wolfe County,Kentucky,7157,0.07157
Wood County,Ohio,130817,1.30817
Wood County,Texas,45539,0.45539
Wood County,Wisconsin,72999,0.72999
Wood County,West Virginia,83518,0.83518
Woodbury County,Iowa,103107,1.03107
Woodford County,Illinois,38459,0.38459
Woodford County,Kentucky,26734,0.26734
Woodruff County,Arkansas,6320,0.0632
Woods County,Oklahoma,8793,0.08793
Woodson County,Kansas,3138,0.03138
Woodward County,Oklahoma,20211,0.20211
Worcester County,Massachusetts,830622,8.30622
Worcester County,Maryland,52276,0.52276
Worth County,Georgia,20247,0.20247
Worth County,Iowa,7381,0.07381
Worth County,Missouri,2013,0.02013
Wrangell City and Borough,Alaska,2502,0.02502
Wright County,Iowa,12562,0.12562
Wright County,Minnesota,138377,1.38377
Wright County,Missouri,18289,0.18289
Wyandot County,Ohio,21772,0.21772
Wyandotte County,Kansas,165429,1.65429
Wyoming County,New York,39859,0.39859
Wyoming County,Pennsylvania,26794,0.26794
Wyoming County,West Virginia,20394,0.20394
Wythe County,Virginia,28684,0.28684
Yadkin County,North Carolina,37667,0.37667
Yakima County,Washington,250873,2.50873
Yakutat City and Borough,Alaska,579,0.00579
Yalobusha County,Mississippi,12108,0.12108
Yamhill County,Oregon,107100,1.071
Yancey County,North Carolina,18069,0.18069
Yankton County,South Dakota,22814,0.22814
Yates County,New York,24913,0.24913
Yavapai County,Arizona,235099,2.35099
Yazoo County,Mississippi,29690,0.2969
Yell County,Arkansas,21341,0.21341
Yellow Medicine County,Minnesota,9709,0.09709
Yellowstone County,Montana,161300,1.613
Yoakum County,Texas,8713,0.08713
Yolo County,California,220500,2.205
York County,Maine,207641,2.07641
York County,Nebraska,13679,0.13679
York County,Pennsylvania,449058,4.49058
York County,South Carolina,280979,2.80979
York County,Virginia,68280,0.6828
Young County,Texas,18010,0.1801
Yuba County,California,78668,0.78668
Yukon-Koyukuk Census Area,Alaska,5230,0.0523
Yuma County,Arizona,213787,2.13787
Yuma County,Colorado,10019,0.10019
Zapata County,Texas,14179,0.14179
Zavala County,Texas,11840,0.1184
Ziebach County,South Dakota,2756,0.02756
